time	N1	N2
162.000000	18.243069	37.312561
162.400000	22.283198	37.374349
162.800000	25.521181	37.431635
163.200000	27.576529	37.490243
163.600000	28.647588	37.550550
164.000000	29.140640	37.612631
164.400000	4.294000	5.041750
164.800000	7.509024	17.723387
165.200000	10.989491	34.996064
165.600000	14.661897	38.510911
166.000000	18.672035	38.724564
166.400000	22.545628	38.785179
166.800000	25.626347	38.840525
167.200000	27.575761	38.897068
167.600000	28.590513	38.955253
168.000000	29.057468	39.015162
168.400000	4.394500	5.539250
168.800000	7.681727	19.222852
169.200000	11.169881	36.369873
169.600000	14.823818	39.805102
170.000000	18.767006	40.016250
170.400000	22.520147	40.078232
170.800000	25.468388	40.135016
171.200000	27.319298	40.192944
171.600000	28.278803	40.252493
172.000000	28.719494	40.313758
172.400000	4.326750	5.565000
172.800000	7.486635	19.251817
173.200000	10.800448	36.750992
173.600000	14.216943	40.253339
174.000000	17.909276	40.466908
174.400000	21.470252	40.528714
174.800000	24.308423	40.585448
175.200000	26.107644	40.643406
175.600000	27.045074	40.703011
176.000000	27.476620	40.764341
176.400000	4.364750	5.950000
176.800000	7.407718	20.101725
177.200000	10.415134	37.948389
177.600000	13.415206	41.516060
178.000000	16.667883	41.735779
178.400000	19.846127	41.801340
178.800000	22.407700	41.861581
179.200000	24.042702	41.923037
179.600000	24.897531	41.986201
180.000000	25.291674	42.051172
180.400000	3.698750	6.579000
180.800000	6.269676	22.009843
181.200000	8.739908	40.082535
181.600000	11.279596	43.598938
182.000000	14.213442	43.815969
182.400000	17.220212	43.884265
182.800000	19.710999	43.948069
183.200000	21.322292	44.013323
183.600000	22.169769	44.080404
184.000000	22.561514	44.149385
184.400000	3.111500	6.523750
184.800000	5.301382	20.642538
185.200000	7.443036	38.513697
185.600000	9.634853	42.071497
186.000000	12.203012	42.297160
186.400000	14.889139	42.374781
186.800000	17.148578	42.448422
187.200000	18.622165	42.523859
187.600000	19.400070	42.601459
188.000000	19.760218	42.681302
188.400000	2.912750	6.293000
188.800000	5.035888	19.093135
189.200000	7.150227	36.010910
189.600000	9.314580	39.411712
190.000000	11.854291	39.638209
190.400000	14.518857	39.721932
190.800000	16.767208	39.801845
191.200000	18.237088	39.883690
191.600000	19.014120	39.967844
192.000000	19.374107	40.054386
192.400000	2.685250	5.789750
192.800000	4.771975	18.105561
193.200000	6.994356	35.201931
193.600000	9.424315	38.663048
194.000000	12.333223	38.888963
194.400000	15.365362	38.970598
194.800000	17.895258	39.048556
195.200000	19.536611	39.128475
195.600000	20.400904	39.210701
196.000000	20.800609	39.295308
196.400000	2.993750	5.625500
196.800000	5.259082	17.281082
197.200000	7.701908	33.644470
197.600000	10.337255	36.989676
198.000000	13.398261	37.208982
198.400000	16.528347	37.288096
198.800000	19.112850	37.363388
199.200000	20.780868	37.440510
199.600000	21.657078	37.519845
200.000000	22.061868	37.601479
200.400000	3.112750	5.549250
200.800000	5.492178	17.948229
201.200000	8.060308	35.052067
201.600000	10.854846	38.591030
202.000000	14.112433	38.812094
202.400000	17.434942	38.884686
202.800000	20.166136	38.953228
203.200000	21.922272	39.023436
203.600000	22.842735	39.095645
204.000000	23.267512	39.169924
204.400000	3.203000	5.663250
204.800000	5.511517	17.672149
205.200000	7.951002	34.450242
205.600000	10.513657	37.943059
206.000000	13.448368	38.168893
206.400000	16.439414	38.246982
206.800000	18.913848	38.320794
207.200000	20.514635	38.396370
207.600000	21.356744	38.474139
208.000000	21.746051	38.554192
208.400000	2.901000	5.493250
208.800000	5.057017	17.633964
