Time	Coop	Chea
12.656328	1.600728	0.480662
12.706353	1.731561	0.483392
12.756378	1.870500	0.487406
12.806403	2.017599	0.493432
12.856428	2.172813	0.502648
12.906453	2.335973	0.516960
12.956478	2.506740	0.539378
13.006503	2.684543	0.574439
13.056528	2.868495	0.628394
13.106553	3.057304	0.708697
13.156578	3.249196	0.822488
13.206603	3.441915	0.974631
13.256628	3.632808	1.166444
13.306653	3.818990	1.395569
13.356678	3.997550	1.656500
13.406703	4.165779	1.941265
13.456728	4.321380	2.240182
13.506753	4.462647	2.542795
13.556778	4.588572	2.838938
13.606803	4.698866	3.119756
13.656828	4.793895	3.378456
13.706853	4.874556	3.610659
13.756878	4.942114	3.814340
13.806903	4.998043	3.989473
13.856928	5.043887	4.137519
13.906953	5.081150	4.260889
13.956978	5.111227	4.362484
14.007004	5.135365	4.445335
14.057029	5.154646	4.512367
14.107054	5.169990	4.566254
14.157079	5.182164	4.609351
14.207104	5.191799	4.643678
14.257129	5.199410	4.670930
14.307154	5.205413	4.692509
14.357179	5.210142	4.709561
14.407204	5.213863	4.723014
14.457229	5.216790	4.733614
14.507254	5.219090	4.741957
14.557279	5.220897	4.748520
14.607304	5.222316	4.753678
14.657329	5.223430	4.757730
14.707354	5.224305	4.760912
14.757379	5.224991	4.763411
14.807404	5.225529	4.765372
14.857429	5.225952	4.766911
14.907454	5.226283	4.768118
14.957479	5.226543	4.769066
15.007504	5.226747	4.769809
15.057529	5.226907	4.770392
15.107554	5.227032	4.770849
15.157579	5.227130	4.771208
15.207604	5.227208	4.771489
15.257629	5.227268	4.771710
15.307654	5.227316	4.771883
15.357679	5.227353	4.772019
15.407704	5.227382	4.772125
15.457729	5.227405	4.772209
15.507754	5.227423	4.772274
15.557779	5.227437	4.772325
15.607804	5.227448	4.772366
15.657829	5.227457	4.772397
15.707854	5.227463	4.772422
15.757879	5.227469	4.772441
15.807904	5.227473	4.772457
15.857929	5.227476	4.772469
15.907954	5.227479	4.772478
15.957979	5.227481	4.772485
16.008004	0.522748	0.477249
16.058029	0.571864	0.477358
16.108054	0.625274	0.477484
16.158079	0.683291	0.477633
16.208104	0.746237	0.477810
16.258129	0.814447	0.478025
16.308154	0.888258	0.478288
16.358179	0.968012	0.478616
16.408204	1.054049	0.479033
16.458229	1.146702	0.479573
16.508254	1.246293	0.480286
16.558279	1.353125	0.481245
16.608304	1.467473	0.482565
16.658329	1.589578	0.484418
16.708354	1.719635	0.487080
16.758379	1.857778	0.490985
16.808404	2.004069	0.496836
16.858429	2.158473	0.505768
16.908454	2.320831	0.519619
16.958479	2.490820	0.541300
17.008504	2.667891	0.575219
17.058529	2.851187	0.627512
17.108554	3.039451	0.705607
17.158579	3.230948	0.816781
17.208604	3.423456	0.966184
17.258629	3.614346	1.155451
17.308654	3.800739	1.382486
17.358679	3.979718	1.641960
17.408704	4.148545	1.926006
17.458729	4.304887	2.224974
17.508754	4.446992	2.528372
17.558779	4.573801	2.825926
17.608804	4.684979	3.108626
17.658829	4.780852	3.369498
17.708854	4.862289	3.603985
17.758879	4.930538	3.809916
17.808904	4.987066	3.987156
17.858929	5.033417	4.137097
17.908954	5.071101	4.262119
17.958979	5.101522	4.365118
18.009005	5.125939	4.449138
18.059030	5.145443	4.517129
18.109055	5.160964	4.571791
18.159080	5.173276	4.615510
18.209105	5.183020	4.650330
18.259130	5.190716	4.677972
18.309155	5.196784	4.699856
18.359180	5.201564	4.717148
18.409205	5.205325	4.730787
18.459230	5.208282	4.741532
18.509255	5.210606	4.749988
18.559280	5.212431	4.756637
18.609305	5.213864	4.761862
18.659330	5.214988	4.765966
18.709355	5.215870	4.769188
18.759380	5.216563	4.771718
18.809405	5.217106	4.773702
18.859430	5.217532	4.775260
18.909455	5.217866	4.776481
18.959480	5.218128	4.777439
19.009505	5.218333	4.778191
19.059530	5.218494	4.778780
19.109555	5.218621	4.779242
19.159580	5.218720	4.779605
19.209605	5.218797	4.779889
19.259630	5.218858	4.780112
19.309655	5.218906	4.780286
19.359680	5.218943	4.780423
19.409705	5.218973	4.780531
19.459730	5.218996	4.780615
19.509755	5.219014	4.780681
19.559780	5.219028	4.780733
19.609805	5.219039	4.780773
19.659830	5.219048	4.780805
19.709855	5.219055	4.780830
19.759880	5.219060	4.780850
19.809905	5.219064	4.780865
19.859930	5.219067	4.780877
19.909955	5.219070	4.780886
19.959980	5.219072	4.780894
20.010005	0.521907	0.478089
20.060030	0.570945	0.478198
20.110055	0.624270	0.478325
20.160080	0.682194	0.478474
20.210105	0.745042	0.478651
20.260130	0.813146	0.478864
20.310155	0.886844	0.479127
20.360180	0.966477	0.479454
20.410205	1.052385	0.479870
20.460230	1.144902	0.480408
20.510255	1.244350	0.481118
20.560280	1.351031	0.482074
20.610305	1.465222	0.483387
20.660330	1.587164	0.485232
20.710355	1.717052	0.487879
20.760380	1.855023	0.491761
20.810405	2.001138	0.497574
20.860430	2.155366	0.506446
20.910455	2.317550	0.520199
20.960480	2.487370	0.541722
21.010505	2.664282	0.575397
21.060530	2.847435	0.627333
21.110555	3.035579	0.704951
21.160580	3.226988	0.815558
21.210605	3.419449	0.964361
21.260630	3.610336	1.153067
21.310655	3.796775	1.379638
21.360680	3.975842	1.638785
21.410705	4.144799	1.922664
21.460730	4.301303	2.221634
21.510755	4.443590	2.525194
21.560780	4.570592	2.823050
21.610805	4.681963	3.106155
21.660830	4.778021	3.367498
21.710855	4.859629	3.602483
21.760880	4.928030	3.808905
21.810905	4.984689	3.986606
21.860930	5.031152	4.136963
21.910955	5.068928	4.262348
21.960980	5.099426	4.365655
22.011006	5.123904	4.449933
22.061031	5.143457	4.518135
22.111056	5.159017	4.572968
22.161081	5.171360	4.616823
22.211106	5.181128	4.651752
22.261131	5.188842	4.679480
22.311156	5.194926	4.701432
22.361181	5.199717	4.718776
22.411206	5.203487	4.732457
22.461231	5.206450	4.743233
22.511256	5.208779	4.751714
22.561281	5.210608	4.758382
22.611306	5.212044	4.763622
22.661331	5.213171	4.767738
22.711356	5.214055	4.770969
22.761381	5.214748	4.773505
22.811406	5.215293	4.775495
22.861431	5.215719	4.777056
22.911456	5.216054	4.778281
22.961481	5.216316	4.779241
23.011506	5.216522	4.779995
23.061531	5.216684	4.780585
23.111556	5.216810	4.781049
23.161581	5.216909	4.781412
23.211606	5.216987	4.781697
23.261631	5.217048	4.781920
23.311656	5.217096	4.782095
23.361681	5.217133	4.782232
23.411706	5.217163	4.782340
23.461731	5.217186	4.782424
23.511756	5.217204	4.782490
23.561781	5.217218	4.782542
23.611806	5.217229	4.782583
23.661831	5.217238	4.782615
23.711856	5.217245	4.782640
23.761881	5.217250	4.782659
23.811906	5.217254	4.782675
23.861931	5.217258	4.782687
23.911956	5.217260	4.782696
23.961981	5.217262	4.782704
24.012006	0.521726	0.478270
24.062031	0.570747	0.478379
24.112056	0.624053	0.478506
24.162081	0.681958	0.478654
24.212106	0.744785	0.478831
24.262131	0.812866	0.479045
24.312156	0.886539	0.479307
24.362181	0.966146	0.479635
24.412206	1.052027	0.480050
24.462231	1.144515	0.480588
24.512256	1.243932	0.481297
24.562281	1.350580	0.482252
24.612306	1.464737	0.483564
24.662331	1.586644	0.485407
24.712356	1.716496	0.488051
24.762381	1.854429	0.491928
24.812406	2.000507	0.497733
24.862431	2.154697	0.506592
24.912456	2.316844	0.520324
24.962481	2.486627	0.541813
25.012506	2.663504	0.575436
25.062531	2.846626	0.627295
25.112556	3.034745	0.704811
25.162581	3.226135	0.815295
25.212606	3.418586	0.963969
25.262631	3.609473	1.152554
25.312656	3.795920	1.379024
25.362681	3.975008	1.638100
25.412706	4.143992	1.921942
25.462731	4.300530	2.220913
25.512756	4.442857	2.524507
25.562781	4.569901	2.822427
25.612806	4.681313	3.105620
25.662831	4.777412	3.367065
25.712856	4.859056	3.602157
25.762881	4.927489	3.808685
25.812906	4.984178	3.986486
25.862931	5.030664	4.136932
25.912956	5.068461	4.262395
25.962981	5.098975	4.365769
26.013007	5.123466	4.450103
26.063032	5.143030	4.518350
26.113057	5.158598	4.573220
26.163082	5.170948	4.617105
26.213107	5.180721	4.652058
26.263132	5.188440	4.679804
26.313157	5.194526	4.701771
26.363182	5.199320	4.719126
26.413207	5.203091	4.732815
26.463232	5.206056	4.743599
26.513257	5.208386	4.752085
26.563282	5.210216	4.758757
26.613307	5.211652	4.764001
26.663332	5.212780	4.768119
26.713357	5.213664	4.771352
26.763382	5.214358	4.773889
26.813407	5.214903	4.775880
26.863432	5.215330	4.777443
26.913457	5.215664	4.778668
26.963482	5.215927	4.779629
27.013507	5.216133	4.780383
27.063532	5.216294	4.780974
27.113557	5.216421	4.781437
27.163582	5.216520	4.781800
27.213607	5.216598	4.782085
27.263632	5.216659	4.782309
27.313657	5.216707	4.782484
27.363682	5.216744	4.782621
27.413707	5.216774	4.782729
27.463732	5.216797	4.782813
27.513757	5.216815	4.782879
27.563782	5.216829	4.782931
27.613807	5.216840	4.782972
27.663832	5.216849	4.783004
27.713857	5.216856	4.783029
27.763882	5.216861	4.783049
27.813907	5.216865	4.783064
27.863932	5.216868	4.783076
27.913957	5.216871	4.783085
27.963982	5.216873	4.783093
28.014007	0.521687	0.478309
28.064032	0.570704	0.478418
28.114057	0.624007	0.478545
28.164082	0.681907	0.478693
28.214107	0.744730	0.478870
28.264132	0.812806	0.479084
28.314157	0.886474	0.479346
28.364182	0.966075	0.479673
28.414207	1.051950	0.480089
28.464232	1.144432	0.480627
28.514257	1.243842	0.481336
28.564282	1.350483	0.482290
28.614307	1.464633	0.483602
28.664332	1.586532	0.485444
28.714357	1.716376	0.488088
28.764382	1.854302	0.491964
28.814407	2.000372	0.497767
28.864432	2.154553	0.506623
28.914457	2.316692	0.520351
28.964482	2.486468	0.541833
29.014507	2.663337	0.575444
29.064532	2.846453	0.627287
29.114557	3.034565	0.704781
29.164582	3.225952	0.815238
29.214607	3.418400	0.963884
29.264632	3.609287	1.152444
29.314657	3.795737	1.378892
29.364682	3.974828	1.637953
29.414707	4.143819	1.921787
29.464732	4.300364	2.220757
29.514757	4.442699	2.524359
29.564782	4.569752	2.822294
29.614807	4.681174	3.105505
29.664832	4.777281	3.366971
29.714857	4.858933	3.602087
29.764882	4.927373	3.808638
29.814907	4.984068	3.986460
29.864932	5.030559	4.136925
29.914957	5.068360	4.262406
29.964982	5.098878	4.365794
30.015008	5.123372	4.450139
30.065033	5.142938	4.518396
30.115058	5.158508	4.573274
30.165083	5.170860	4.617166
30.215108	5.180634	4.652123
30.265133	5.188353	4.679873
30.315158	5.194440	4.701843
30.365183	5.199234	4.719201
30.415208	5.203006	4.732892
30.465233	5.205972	4.743677
30.515258	5.208302	4.752165
30.565283	5.210132	4.758838
30.615308	5.211568	4.764082
30.665333	5.212696	4.768201
30.715358	5.213581	4.771434
30.765383	5.214275	4.773972
30.815408	5.214819	4.775963
30.865433	5.215246	4.777526
30.915458	5.215581	4.778751
30.965483	5.215843	4.779712
31.015508	5.216049	4.780466
31.065533	5.216211	4.781057
31.115558	5.216337	4.781520
31.165583	5.216436	4.781884
31.215608	5.216514	4.782169
31.265633	5.216575	4.782392
31.315658	5.216623	4.782567
31.365683	5.216661	4.782705
31.415708	5.216690	4.782812
31.465733	5.216713	4.782897
31.515758	5.216731	4.782963
31.565783	5.216745	4.783015
31.615808	5.216756	4.783056
31.665833	5.216765	4.783088
31.715858	5.216772	4.783113
31.765883	5.216777	4.783132
31.815908	5.216781	4.783148
31.865933	5.216785	4.783160
31.915958	5.216787	4.783169
31.965983	5.216789	4.783176
32.016008	0.521679	0.478318
32.066033	0.570695	0.478427
32.116058	0.623997	0.478553
32.166083	0.681896	0.478702
32.216108	0.744718	0.478879
32.266133	0.812793	0.479092
32.316158	0.886460	0.479355
32.366183	0.966060	0.479682
32.416208	1.051934	0.480097
32.466233	1.144414	0.480635
32.516258	1.243822	0.481344
32.566283	1.350462	0.482299
32.616308	1.464611	0.483610
32.666333	1.586508	0.485452
32.716358	1.716351	0.488096
32.766383	1.854275	0.491971
32.816408	2.000342	0.497774
32.866433	2.154522	0.506630
32.916458	2.316659	0.520356
32.966483	2.486433	0.541837
33.016508	2.663301	0.575446
33.066533	2.846415	0.627286
33.116558	3.034527	0.704774
33.166583	3.225913	0.815226
33.216608	3.418360	0.963866
33.266633	3.609247	1.152420
33.316658	3.795697	1.378863
33.366683	3.974789	1.637921
33.416708	4.143781	1.921754
33.466733	4.300328	2.220724
33.516758	4.442665	2.524328
33.566783	4.569720	2.822265
33.616808	4.681144	3.105481
33.666833	4.777252	3.366951
33.716858	4.858906	3.602072
33.766883	4.927348	3.808628
33.816908	4.984044	3.986454
33.866933	5.030537	4.136924
33.916958	5.068339	4.262408
33.966983	5.098857	4.365799
34.017009	5.123352	4.450147
34.067034	5.142919	4.518406
34.117059	5.158489	4.573286
34.167084	5.170841	4.617179
34.217109	5.180615	4.652137
34.267134	5.188334	4.679888
34.317159	5.194422	4.701859
34.367184	5.199216	4.719217
34.417209	5.202988	4.732909
34.467234	5.205954	4.743694
34.517259	5.208284	4.752182
34.567284	5.210114	4.758855
34.617309	5.211550	4.764099
34.667334	5.212678	4.768218
34.717359	5.213563	4.771452
34.767384	5.214257	4.773990
34.817409	5.214801	4.775981
34.867434	5.215228	4.777543
34.917459	5.215563	4.778769
34.967484	5.215825	4.779730
35.017509	5.216031	4.780484
35.067534	5.216193	4.781075
35.117559	5.216319	4.781538
35.167584	5.216418	4.781902
35.217609	5.216496	4.782187
35.267634	5.216557	4.782410
35.317659	5.216605	4.782585
35.367684	5.216643	4.782723
35.417709	5.216672	4.782830
35.467734	5.216695	4.782915
35.517759	5.216713	4.782981
35.567784	5.216727	4.783033
35.617809	5.216738	4.783074
35.667834	5.216747	4.783106
35.717859	5.216754	4.783131
35.767884	5.216759	4.783150
35.817909	5.216764	4.783165
35.867934	5.216767	4.783178
35.917959	5.216769	4.783187
35.967984	5.216771	4.783194
36.018009	0.521677	0.478319
36.068034	0.570693	0.478429
36.118059	0.623995	0.478555
36.168084	0.681894	0.478704
36.218109	0.744715	0.478880
36.268134	0.812790	0.479094
36.318159	0.886457	0.479356
36.368184	0.966057	0.479684
36.418209	1.051930	0.480099
36.468234	1.144410	0.480637
36.518259	1.243818	0.481346
36.568284	1.350458	0.482300
36.618309	1.464606	0.483612
36.668334	1.586503	0.485454
36.718359	1.716345	0.488097
36.768384	1.854269	0.491973
36.818409	2.000336	0.497776
36.868434	2.154516	0.506631
36.918459	2.316652	0.520358
36.968484	2.486426	0.541838
37.018509	2.663294	0.575446
37.068534	2.846407	0.627285
37.118559	3.034519	0.704773
37.168584	3.225904	0.815224
37.218609	3.418352	0.963862
37.268634	3.609239	1.152415
37.318659	3.795689	1.378857
37.368684	3.974781	1.637915
37.418709	4.143773	1.921747
37.468734	4.300321	2.220717
37.518759	4.442658	2.524321
37.568784	4.569713	2.822259
37.618809	4.681137	3.105475
37.668834	4.777246	3.366947
37.718859	4.858900	3.602068
37.768884	4.927343	3.808626
37.818909	4.984039	3.986453
37.868934	5.030532	4.136924
37.918959	5.068334	4.262408
37.968984	5.098853	4.365800
38.019010	5.123348	4.450149
38.069035	5.142914	4.518408
38.119060	5.158485	4.573288
38.169085	5.170836	4.617181
38.219110	5.180611	4.652140
38.269135	5.188330	4.679891
38.319160	5.194418	4.701862
38.369185	5.199212	4.719221
38.419210	5.202984	4.732913
38.469235	5.205950	4.743698
38.519260	5.208280	4.752185
38.569285	5.210110	4.758859
38.619310	5.211546	4.764103
38.669335	5.212674	4.768222
38.719360	5.213559	4.771456
38.769385	5.214253	4.773993
38.819410	5.214797	4.775985
38.869435	5.215224	4.777547
38.919460	5.215559	4.778773
38.969485	5.215821	4.779734
39.019510	5.216027	4.780488
39.069535	5.216189	4.781079
39.119560	5.216315	4.781542
39.169585	5.216415	4.781906
39.219610	5.216492	4.782191
39.269635	5.216553	4.782414
39.319660	5.216601	4.782589
39.369685	5.216639	4.782727
39.419710	5.216668	4.782834
39.469735	5.216691	4.782919
39.519760	5.216709	4.782985
39.569785	5.216723	4.783037
39.619810	5.216735	4.783077
39.669835	5.216743	4.783109
39.719860	5.216750	4.783134
39.769885	5.216755	4.783154
39.819910	5.216760	4.783169
39.869935	5.216763	4.783181
39.919960	5.216766	4.783191
39.969985	5.216768	4.783198
40.020010	0.521677	0.478320
40.070035	0.570693	0.478429
40.120060	0.623994	0.478555
40.170085	0.681894	0.478704
40.220110	0.744715	0.478881
40.270135	0.812789	0.479094
40.320160	0.886456	0.479357
40.370185	0.966056	0.479684
40.420210	1.051929	0.480100
40.470235	1.144409	0.480637
40.520260	1.243817	0.481346
40.570285	1.350457	0.482301
40.620310	1.464605	0.483613
40.670335	1.586502	0.485455
40.720360	1.716344	0.488098
40.770385	1.854267	0.491973
40.820410	2.000335	0.497776
40.870435	2.154514	0.506632
40.920460	2.316651	0.520358
40.970485	2.486424	0.541838
41.020510	2.663292	0.575446
41.070535	2.846406	0.627285
41.120560	3.034517	0.704773
41.170585	3.225902	0.815223
41.220610	3.418350	0.963862
41.270635	3.609237	1.152414
41.320660	3.795687	1.378856
41.370685	3.974779	1.637913
41.420710	4.143772	1.921745
41.470735	4.300319	2.220715
41.520760	4.442657	2.524319
41.570785	4.569712	2.822257
41.620810	4.681136	3.105474
41.670835	4.777245	3.366946
41.720860	4.858899	3.602068
41.770885	4.927342	3.808625
41.820910	4.984038	3.986453
41.870935	5.030531	4.136923
41.920960	5.068333	4.262408
41.970985	5.098852	4.365801
42.021011	5.123347	4.450149
42.071036	5.142913	4.518409
42.121061	5.158484	4.573289
42.171086	5.170836	4.617182
42.221111	5.180610	4.652141
42.271136	5.188330	4.679892
42.321161	5.194417	4.701863
42.371186	5.199211	4.719222
42.421211	5.202983	4.732913
42.471236	5.205949	4.743699
42.521261	5.208279	4.752186
42.571286	5.210109	4.758860
42.621311	5.211546	4.764104
42.671336	5.212673	4.768223
42.721361	5.213558	4.771456
42.771386	5.214252	4.773994
42.821411	5.214796	4.775986
42.871436	5.215223	4.777548
42.921461	5.215558	4.778774
42.971486	5.215821	4.779735
43.021511	5.216027	4.780488
43.071536	5.216188	4.781080
43.121561	5.216315	4.781543
43.171586	5.216414	4.781907
43.221611	5.216492	4.782191
43.271636	5.216553	4.782415
43.321661	5.216600	4.782590
43.371686	5.216638	4.782727
43.421711	5.216667	4.782835
43.471736	5.216690	4.782920
43.521761	5.216708	4.782986
43.571786	5.216723	4.783038
43.621811	5.216734	4.783078
43.671836	5.216742	4.783110
43.721861	5.216749	4.783135
43.771886	5.216755	4.783155
43.821911	5.216759	4.783170
43.871936	5.216762	4.783182
43.921961	5.216765	4.783192
43.971986	5.216767	4.783199
44.022011	0.521677	0.478320
44.072036	0.570693	0.478429
44.122061	0.623994	0.478555
44.172086	0.681893	0.478704
44.222111	0.744714	0.478881
44.272136	0.812789	0.479095
44.322161	0.886456	0.479357
44.372186	0.966056	0.479684
44.422211	1.051929	0.480100
44.472236	1.144409	0.480637
44.522261	1.243817	0.481347
44.572286	1.350457	0.482301
44.622311	1.464604	0.483613
44.672336	1.586502	0.485455
44.722361	1.716344	0.488098
44.772386	1.854267	0.491973
44.822411	2.000335	0.497776
44.872436	2.154514	0.506632
44.922461	2.316650	0.520358
44.972486	2.486424	0.541838
45.022511	2.663292	0.575446
45.072536	2.846405	0.627285
45.122561	3.034516	0.704773
45.172586	3.225902	0.815223
45.222611	3.418350	0.963861
45.272636	3.609236	1.152413
45.322661	3.795687	1.378856
45.372686	3.974779	1.637913
45.422711	4.143771	1.921745
45.472736	4.300319	2.220715
45.522761	4.442656	2.524319
45.572786	4.569712	2.822257
45.622811	4.681135	3.105474
45.672836	4.777245	3.366946
45.722861	4.858899	3.602068
45.772886	4.927342	3.808625
45.822911	4.984038	3.986453
45.872936	5.030531	4.136923
45.922961	5.068333	4.262408
45.972986	5.098851	4.365801
46.023012	5.123346	4.450149
46.073037	5.142913	4.518409
46.123062	5.158484	4.573289
46.173087	5.170835	4.617182
46.223112	5.180610	4.652141
46.273137	5.188329	4.679892
46.323162	5.194417	4.701863
46.373187	5.199211	4.719222
46.423212	5.202983	4.732913
46.473237	5.205949	4.743699
46.523262	5.208279	4.752186
