Time	Coop	Chea
46.423212	5.300073	4.009493
46.473237	5.335143	4.036024
46.523262	5.367277	4.060333
46.573287	5.396687	4.082581
46.623312	5.423576	4.102923
46.673337	5.448136	4.121503
46.723362	5.470551	4.138460
46.773387	5.490992	4.153923
46.823412	5.509618	4.168013
46.873437	5.526580	4.180845
46.923462	5.542018	4.192524
46.973487	5.556060	4.203147
47.023512	5.568827	4.212805
47.073537	5.580429	4.221581
47.123562	5.590968	4.229554
47.173587	5.600538	4.236794
47.223612	5.609225	4.243366
47.273637	5.617108	4.249330
47.323662	5.624260	4.254740
47.373687	5.630747	4.259647
47.423712	5.636629	4.264097
47.473737	5.641961	4.268131
47.523762	5.646795	4.271788
47.573787	5.651176	4.275101
47.623812	5.655145	4.278104
47.673837	5.658741	4.280825
47.723862	5.661999	4.283289
47.773887	5.664950	4.285522
47.823912	5.667622	4.287543
47.873937	5.670043	4.289374
47.923962	5.672234	4.291032
47.973987	5.674219	4.292534
48.024012	0.567422	0.429253
48.074037	0.620621	0.469498
48.124062	0.678147	0.513017
48.174087	0.740228	0.559981
48.224112	0.807077	0.610552
48.274137	0.878892	0.664880
48.324162	0.955848	0.723097
48.374187	1.038088	0.785311
48.424212	1.125723	0.851607
48.474237	1.218819	0.922034
48.524262	1.317393	0.996605
48.574287	1.421407	1.075291
48.624312	1.530761	1.158017
48.674337	1.645287	1.244656
48.724362	1.764748	1.335028
48.774387	1.888837	1.428901
48.824412	2.017170	1.525984
48.874437	2.149296	1.625938
48.924462	2.284698	1.728369
48.974487	2.422798	1.832841
49.024512	2.562969	1.938880
49.074537	2.704543	2.045981
49.124562	2.846825	2.153616
49.174587	2.989105	2.261251
49.224612	3.130676	2.368349
49.274637	3.270840	2.474383
49.324662	3.408932	2.578849
49.374687	3.544323	2.681272
49.424712	3.676437	2.781216
49.474737	3.804756	2.878289
49.524762	3.928828	2.972150
49.574787	4.048273	3.062509
49.624812	4.162781	3.149135
49.674837	4.272116	3.231846
49.724862	4.376111	3.310518
49.774887	4.474666	3.385075
49.824912	4.567743	3.455487
49.874937	4.655359	3.521768
49.924962	4.737580	3.583969
49.974987	4.814517	3.642171
50.025013	4.886314	3.696486
50.075038	4.953146	3.747044
50.125063	5.015211	3.793995
50.175088	5.072722	3.837502
50.225113	5.125905	3.877736
50.275138	5.174996	3.914873
50.325163	5.220230	3.949092
50.375188	5.261845	3.980573
50.425213	5.300073	4.009493
50.475238	5.335143	4.036024
50.525263	5.367277	4.060333
50.575288	5.396687	4.082581
50.625313	5.423576	4.102923
50.675338	5.448136	4.121503
50.725363	5.470551	4.138460
50.775388	5.490992	4.153923
50.825413	5.509618	4.168013
50.875438	5.526580	4.180845
50.925463	5.542018	4.192524
50.975488	5.556060	4.203147
51.025513	5.568827	4.212805
51.075538	5.580429	4.221581
51.125563	5.590968	4.229554
51.175588	5.600538	4.236794
51.225613	5.609225	4.243366
51.275638	5.617108	4.249330
51.325663	5.624260	4.254740
51.375688	5.630747	4.259647
51.425713	5.636629	4.264097
51.475738	5.641961	4.268131
51.525763	5.646795	4.271788
51.575788	5.651176	4.275101
51.625813	5.655145	4.278104
51.675838	5.658741	4.280825
51.725863	5.661999	4.283289
51.775888	5.664950	4.285522
51.825913	5.667622	4.287543
51.875938	5.670043	4.289374
51.925963	5.672234	4.291032
51.975988	5.674219	4.292534
52.026013	0.567422	0.429253
52.076038	0.620621	0.469498
52.126063	0.678147	0.513017
52.176088	0.740228	0.559981
52.226113	0.807077	0.610552
52.276138	0.878892	0.664880
52.326163	0.955848	0.723097
52.376188	1.038088	0.785311
52.426213	1.125723	0.851607
52.476238	1.218819	0.922034
52.526263	1.317393	0.996605
52.576288	1.421407	1.075291
52.626313	1.530761	1.158017
52.676338	1.645287	1.244656
52.726363	1.764748	1.335028
52.776388	1.888837	1.428901
52.826413	2.017170	1.525984
52.876438	2.149296	1.625938
52.926463	2.284698	1.728369
52.976488	2.422798	1.832841
53.026513	2.562969	1.938880
53.076538	2.704543	2.045981
53.126563	2.846825	2.153616
53.176588	2.989105	2.261251
53.226613	3.130676	2.368349
53.276638	3.270840	2.474383
53.326663	3.408932	2.578849
53.376688	3.544323	2.681272
53.426713	3.676437	2.781216
53.476738	3.804756	2.878289
53.526763	3.928828	2.972150
53.576788	4.048273	3.062509
53.626813	4.162781	3.149135
53.676838	4.272116	3.231846
53.726863	4.376111	3.310518
53.776888	4.474666	3.385075
53.826913	4.567743	3.455487
53.876938	4.655359	3.521768
53.926963	4.737580	3.583969
53.976988	4.814517	3.642171
54.027014	4.886314	3.696486
54.077039	4.953146	3.747044
54.127064	5.015211	3.793995
54.177089	5.072722	3.837502
54.227114	5.125905	3.877736
54.277139	5.174996	3.914873
54.327164	5.220230	3.949092
54.377189	5.261845	3.980573
54.427214	5.300073	4.009493
54.477239	5.335143	4.036024
54.527264	5.367277	4.060333
54.577289	5.396687	4.082581
54.627314	5.423576	4.102923
54.677339	5.448136	4.121503
54.727364	5.470551	4.138460
54.777389	5.490992	4.153923
54.827414	5.509618	4.168013
54.877439	5.526580	4.180845
54.927464	5.542018	4.192524
54.977489	5.556060	4.203147
55.027514	5.568827	4.212805
55.077539	5.580429	4.221581
55.127564	5.590968	4.229554
55.177589	5.600538	4.236794
55.227614	5.609225	4.243366
55.277639	5.617108	4.249330
55.327664	5.624260	4.254740
55.377689	5.630747	4.259647
55.427714	5.636629	4.264097
55.477739	5.641961	4.268131
55.527764	5.646795	4.271788
55.577789	5.651176	4.275101
55.627814	5.655145	4.278104
55.677839	5.658741	4.280825
55.727864	5.661999	4.283289
55.777889	5.664950	4.285522
55.827914	5.667622	4.287543
55.877939	5.670043	4.289374
55.927964	5.672234	4.291032
55.977989	5.674219	4.292534
56.028014	0.567422	0.429253
56.078039	0.620621	0.469498
56.128064	0.678147	0.513017
56.178089	0.740228	0.559981
56.228114	0.807077	0.610552
56.278139	0.878892	0.664880
56.328164	0.955848	0.723097
56.378189	1.038088	0.785311
56.428214	1.125723	0.851607
56.478239	1.218819	0.922034
56.528264	1.317393	0.996605
56.578289	1.421407	1.075291
56.628314	1.530761	1.158017
56.678339	1.645287	1.244656
56.728364	1.764748	1.335028
56.778389	1.888837	1.428901
56.828414	2.017170	1.525984
56.878439	2.149296	1.625938
56.928464	2.284698	1.728369
56.978489	2.422798	1.832841
57.028514	2.562969	1.938880
57.078539	2.704543	2.045981
57.128564	2.846825	2.153616
57.178589	2.989105	2.261251
57.228614	3.130676	2.368349
57.278639	3.270840	2.474383
57.328664	3.408932	2.578849
57.378689	3.544323	2.681272
57.428714	3.676437	2.781216
57.478739	3.804756	2.878289
57.528764	3.928828	2.972150
57.578789	4.048273	3.062509
57.628814	4.162781	3.149135
57.678839	4.272116	3.231846
57.728864	4.376111	3.310518
57.778889	4.474666	3.385075
57.828914	4.567743	3.455487
57.878939	4.655359	3.521768
57.928964	4.737580	3.583969
57.978989	4.814517	3.642171
58.029015	4.886314	3.696486
58.079040	4.953146	3.747044
58.129065	5.015211	3.793995
58.179090	5.072722	3.837502
58.229115	5.125905	3.877736
58.279140	5.174996	3.914873
58.329165	5.220230	3.949092
58.379190	5.261845	3.980573
58.429215	5.300073	4.009493
58.479240	5.335143	4.036024
58.529265	5.367277	4.060333
58.579290	5.396687	4.082581
58.629315	5.423576	4.102923
58.679340	5.448136	4.121503
58.729365	5.470551	4.138460
58.779390	5.490992	4.153923
58.829415	5.509618	4.168013
58.879440	5.526580	4.180845
58.929465	5.542018	4.192524
58.979490	5.556060	4.203147
59.029515	5.568827	4.212805
59.079540	5.580429	4.221581
59.129565	5.590968	4.229554
59.179590	5.600538	4.236794
59.229615	5.609225	4.243366
59.279640	5.617108	4.249330
59.329665	5.624260	4.254740
59.379690	5.630747	4.259647
59.429715	5.636629	4.264097
59.479740	5.641961	4.268131
59.529765	5.646795	4.271788
59.579790	5.651176	4.275101
59.629815	5.655145	4.278104
59.679840	5.658741	4.280825
59.729865	5.661999	4.283289
59.779890	5.664950	4.285522
59.829915	5.667622	4.287543
59.879940	5.670043	4.289374
59.929965	5.672234	4.291032
59.979990	5.674219	4.292534
60.030015	0.567422	0.429253
60.080040	0.620621	0.469498
60.130065	0.678147	0.513017
60.180090	0.740228	0.559981
60.230115	0.807077	0.610552
60.280140	0.878892	0.664880
60.330165	0.955848	0.723097
60.380190	1.038088	0.785311
60.430215	1.125723	0.851607
60.480240	1.218819	0.922034
60.530265	1.317393	0.996605
60.580290	1.421407	1.075291
60.630315	1.530761	1.158017
60.680340	1.645287	1.244656
60.730365	1.764748	1.335028
60.780390	1.888837	1.428901
60.830415	2.017170	1.525984
60.880440	2.149296	1.625938
60.930465	2.284698	1.728369
60.980490	2.422798	1.832841
61.030515	2.562969	1.938880
61.080540	2.704543	2.045981
61.130565	2.846825	2.153616
61.180590	2.989105	2.261251
61.230615	3.130676	2.368349
61.280640	3.270840	2.474383
61.330665	3.408932	2.578849
61.380690	3.544323	2.681272
61.430715	3.676437	2.781216
61.480740	3.804756	2.878289
61.530765	3.928828	2.972150
61.580790	4.048273	3.062509
61.630815	4.162781	3.149135
61.680840	4.272116	3.231846
61.730865	4.376111	3.310518
61.780890	4.474666	3.385075
61.830915	4.567743	3.455487
61.880940	4.655359	3.521768
61.930965	4.737580	3.583969
61.980990	4.814517	3.642171
62.031016	4.886314	3.696486
62.081041	4.953146	3.747044
62.131066	5.015211	3.793995
62.181091	5.072722	3.837502
62.231116	5.125905	3.877736
62.281141	5.174996	3.914873
62.331166	5.220230	3.949092
62.381191	5.261845	3.980573
62.431216	5.300073	4.009493
62.481241	5.335143	4.036024
62.531266	5.367277	4.060333
62.581291	5.396687	4.082581
62.631316	5.423576	4.102923
62.681341	5.448136	4.121503
62.731366	5.470551	4.138460
62.781391	5.490992	4.153923
62.831416	5.509618	4.168013
62.881441	5.526580	4.180845
62.931466	5.542018	4.192524
62.981491	5.556060	4.203147
63.031516	5.568827	4.212805
63.081541	5.580429	4.221581
63.131566	5.590968	4.229554
63.181591	5.600538	4.236794
63.231616	5.609225	4.243366
63.281641	5.617108	4.249330
63.331666	5.624260	4.254740
63.381691	5.630747	4.259647
63.431716	5.636629	4.264097
63.481741	5.641961	4.268131
63.531766	5.646795	4.271788
63.581791	5.651176	4.275101
63.631816	5.655145	4.278104
63.681841	5.658741	4.280825
63.731866	5.661999	4.283289
63.781891	5.664950	4.285522
63.831916	5.667622	4.287543
63.881941	5.670043	4.289374
63.931966	5.672234	4.291032
63.981991	5.674219	4.292534
64.032016	0.567422	0.429253
64.082041	0.620621	0.469498
64.132066	0.678147	0.513017
64.182091	0.740228	0.559981
64.232116	0.807077	0.610552
64.282141	0.878892	0.664880
64.332166	0.955848	0.723097
64.382191	1.038088	0.785311
64.432216	1.125723	0.851607
64.482241	1.218819	0.922034
64.532266	1.317393	0.996605
64.582291	1.421407	1.075291
64.632316	1.530761	1.158017
64.682341	1.645287	1.244656
64.732366	1.764748	1.335028
64.782391	1.888837	1.428901
64.832416	2.017170	1.525984
64.882441	2.149296	1.625938
64.932466	2.284698	1.728369
64.982491	2.422798	1.832841
65.032516	2.562969	1.938880
65.082541	2.704543	2.045981
65.132566	2.846825	2.153616
65.182591	2.989105	2.261251
65.232616	3.130676	2.368349
65.282641	3.270840	2.474383
65.332666	3.408932	2.578849
65.382691	3.544323	2.681272
65.432716	3.676437	2.781216
65.482741	3.804756	2.878289
65.532766	3.928828	2.972150
65.582791	4.048273	3.062509
65.632816	4.162781	3.149135
65.682841	4.272116	3.231846
65.732866	4.376111	3.310518
65.782891	4.474666	3.385075
65.832916	4.567743	3.455487
65.882941	4.655359	3.521768
65.932966	4.737580	3.583969
65.982991	4.814517	3.642171
66.033017	4.886314	3.696486
66.083042	4.953146	3.747044
66.133067	5.015211	3.793995
66.183092	5.072722	3.837502
66.233117	5.125905	3.877736
66.283142	5.174996	3.914873
66.333167	5.220230	3.949092
66.383192	5.261845	3.980573
66.433217	5.300073	4.009493
66.483242	5.335143	4.036024
66.533267	5.367277	4.060333
66.583292	5.396687	4.082581
66.633317	5.423576	4.102923
66.683342	5.448136	4.121503
66.733367	5.470551	4.138460
66.783392	5.490992	4.153923
66.833417	5.509618	4.168013
66.883442	5.526580	4.180845
66.933467	5.542018	4.192524
66.983492	5.556060	4.203147
67.033517	5.568827	4.212805
67.083542	5.580429	4.221581
67.133567	5.590968	4.229554
67.183592	5.600538	4.236794
67.233617	5.609225	4.243366
67.283642	5.617108	4.249330
67.333667	5.624260	4.254740
67.383692	5.630747	4.259647
67.433717	5.636629	4.264097
67.483742	5.641961	4.268131
67.533767	5.646795	4.271788
67.583792	5.651176	4.275101
67.633817	5.655145	4.278104
67.683842	5.658741	4.280825
67.733867	5.661999	4.283289
67.783892	5.664950	4.285522
67.833917	5.667622	4.287543
67.883942	5.670043	4.289374
67.933967	5.672234	4.291032
67.983992	5.674219	4.292534
68.034017	0.567422	0.429253
68.084042	0.620621	0.469498
68.134067	0.678147	0.513017
68.184092	0.740228	0.559981
68.234117	0.807077	0.610552
68.284142	0.878892	0.664880
68.334167	0.955848	0.723097
68.384192	1.038088	0.785311
68.434217	1.125723	0.851607
68.484242	1.218819	0.922034
68.534267	1.317393	0.996605
68.584292	1.421407	1.075291
68.634317	1.530761	1.158017
68.684342	1.645287	1.244656
68.734367	1.764748	1.335028
68.784392	1.888837	1.428901
68.834417	2.017170	1.525984
68.884442	2.149296	1.625938
68.934467	2.284698	1.728369
68.984492	2.422798	1.832841
69.034517	2.562969	1.938880
69.084542	2.704543	2.045981
69.134567	2.846825	2.153616
69.184592	2.989105	2.261251
69.234617	3.130676	2.368349
69.284642	3.270840	2.474383
69.334667	3.408932	2.578849
69.384692	3.544323	2.681272
69.434717	3.676437	2.781216
69.484742	3.804756	2.878289
69.534767	3.928828	2.972150
69.584792	4.048273	3.062509
69.634817	4.162781	3.149135
69.684842	4.272116	3.231846
69.734867	4.376111	3.310518
69.784892	4.474666	3.385075
69.834917	4.567743	3.455487
69.884942	4.655359	3.521768
69.934967	4.737580	3.583969
69.984992	4.814517	3.642171
70.035018	4.886314	3.696486
70.085043	4.953146	3.747044
70.135068	5.015211	3.793995
70.185093	5.072722	3.837502
70.235118	5.125905	3.877736
70.285143	5.174996	3.914873
70.335168	5.220230	3.949092
70.385193	5.261845	3.980573
70.435218	5.300073	4.009493
70.485243	5.335143	4.036024
70.535268	5.367277	4.060333
70.585293	5.396687	4.082581
70.635318	5.423576	4.102923
70.685343	5.448136	4.121503
70.735368	5.470551	4.138460
70.785393	5.490992	4.153923
70.835418	5.509618	4.168013
70.885443	5.526580	4.180845
70.935468	5.542018	4.192524
70.985493	5.556060	4.203147
71.035518	5.568827	4.212805
71.085543	5.580429	4.221581
71.135568	5.590968	4.229554
71.185593	5.600538	4.236794
71.235618	5.609225	4.243366
71.285643	5.617108	4.249330
71.335668	5.624260	4.254740
71.385693	5.630747	4.259647
71.435718	5.636629	4.264097
71.485743	5.641961	4.268131
71.535768	5.646795	4.271788
71.585793	5.651176	4.275101
71.635818	5.655145	4.278104
71.685843	5.658741	4.280825
71.735868	5.661999	4.283289
71.785893	5.664950	4.285522
71.835918	5.667622	4.287543
71.885943	5.670043	4.289374
71.935968	5.672234	4.291032
71.985993	5.674219	4.292534
72.036018	0.567422	0.429253
72.086043	0.620621	0.469498
72.136068	0.678147	0.513017
72.186093	0.740228	0.559981
72.236118	0.807077	0.610552
72.286143	0.878892	0.664880
72.336168	0.955848	0.723097
72.386193	1.038088	0.785311
72.436218	1.125723	0.851607
72.486243	1.218819	0.922034
72.536268	1.317393	0.996605
72.586293	1.421407	1.075291
72.636318	1.530761	1.158017
72.686343	1.645287	1.244656
72.736368	1.764748	1.335028
72.786393	1.888837	1.428901
72.836418	2.017170	1.525984
72.886443	2.149296	1.625938
72.936468	2.284698	1.728369
72.986493	2.422798	1.832841
73.036518	2.562969	1.938880
73.086543	2.704543	2.045981
73.136568	2.846825	2.153616
73.186593	2.989105	2.261251
73.236618	3.130676	2.368349
73.286643	3.270840	2.474383
73.336668	3.408932	2.578849
73.386693	3.544323	2.681272
73.436718	3.676437	2.781216
73.486743	3.804756	2.878289
73.536768	3.928828	2.972150
73.586793	4.048273	3.062509
73.636818	4.162781	3.149135
73.686843	4.272116	3.231846
73.736868	4.376111	3.310518
73.786893	4.474666	3.385075
73.836918	4.567743	3.455487
73.886943	4.655359	3.521768
73.936968	4.737580	3.583969
73.986993	4.814517	3.642171
74.037019	4.886314	3.696486
74.087044	4.953146	3.747044
74.137069	5.015211	3.793995
74.187094	5.072722	3.837502
74.237119	5.125905	3.877736
74.287144	5.174996	3.914873
74.337169	5.220230	3.949092
74.387194	5.261845	3.980573
74.437219	5.300073	4.009493
74.487244	5.335143	4.036024
74.537269	5.367277	4.060333
74.587294	5.396687	4.082581
74.637319	5.423576	4.102923
74.687344	5.448136	4.121503
74.737369	5.470551	4.138460
74.787394	5.490992	4.153923
74.837419	5.509618	4.168013
74.887444	5.526580	4.180845
74.937469	5.542018	4.192524
74.987494	5.556060	4.203147
75.037519	5.568827	4.212805
75.087544	5.580429	4.221581
75.137569	5.590968	4.229554
75.187594	5.600538	4.236794
75.237619	5.609225	4.243366
75.287644	5.617108	4.249330
75.337669	5.624260	4.254740
75.387694	5.630747	4.259647
75.437719	5.636629	4.264097
75.487744	5.641961	4.268131
75.537769	5.646795	4.271788
75.587794	5.651176	4.275101
75.637819	5.655145	4.278104
75.687844	5.658741	4.280825
75.737869	5.661999	4.283289
75.787894	5.664950	4.285522
75.837919	5.667622	4.287543
75.887944	5.670043	4.289374
75.937969	5.672234	4.291032
75.987994	5.674219	4.292534
76.038019	0.567422	0.429253
76.088044	0.620621	0.469498
76.138069	0.678147	0.513017
76.188094	0.740228	0.559981
76.238119	0.807077	0.610552
76.288144	0.878892	0.664880
76.338169	0.955848	0.723097
76.388194	1.038088	0.785311
76.438219	1.125723	0.851607
76.488244	1.218819	0.922034
76.538269	1.317393	0.996605
76.588294	1.421407	1.075291
76.638319	1.530761	1.158017
76.688344	1.645287	1.244656
76.738369	1.764748	1.335028
76.788394	1.888837	1.428901
76.838419	2.017170	1.525984
76.888444	2.149296	1.625938
76.938469	2.284698	1.728369
76.988494	2.422798	1.832841
77.038519	2.562969	1.938880
77.088544	2.704543	2.045981
77.138569	2.846825	2.153616
77.188594	2.989105	2.261251
77.238619	3.130676	2.368349
77.288644	3.270840	2.474383
77.338669	3.408932	2.578849
77.388694	3.544323	2.681272
77.438719	3.676437	2.781216
77.488744	3.804756	2.878289
77.538769	3.928828	2.972150
77.588794	4.048273	3.062509
77.638819	4.162781	3.149135
77.688844	4.272116	3.231846
77.738869	4.376111	3.310518
77.788894	4.474666	3.385075
77.838919	4.567743	3.455487
77.888944	4.655359	3.521768
77.938969	4.737580	3.583969
77.988994	4.814517	3.642171
78.039020	4.886314	3.696486
78.089045	4.953146	3.747044
78.139070	5.015211	3.793995
78.189095	5.072722	3.837502
78.239120	5.125905	3.877736
78.289145	5.174996	3.914873
78.339170	5.220230	3.949092
78.389195	5.261845	3.980573
78.439220	5.300073	4.009493
78.489245	5.335143	4.036024
78.539270	5.367277	4.060333
78.589295	5.396687	4.082581
78.639320	5.423576	4.102923
78.689345	5.448136	4.121503
78.739370	5.470551	4.138460
78.789395	5.490992	4.153923
78.839420	5.509618	4.168013
78.889445	5.526580	4.180845
78.939470	5.542018	4.192524
78.989495	5.556060	4.203147
79.039520	5.568827	4.212805
79.089545	5.580429	4.221581
79.139570	5.590968	4.229554
79.189595	5.600538	4.236794
79.239620	5.609225	4.243366
79.289645	5.617108	4.249330
79.339670	5.624260	4.254740
79.389695	5.630747	4.259647
79.439720	5.636629	4.264097
79.489745	5.641961	4.268131
79.539770	5.646795	4.271788
79.589795	5.651176	4.275101
79.639820	5.655145	4.278104
79.689845	5.658741	4.280825
79.739870	5.661999	4.283289
79.789895	5.664950	4.285522
79.839920	5.667622	4.287543
79.889945	5.670043	4.289374
79.939970	5.672234	4.291032
79.989995	5.674219	4.292534
80.040020	0.567422	0.429253
80.090045	0.620621	0.469498
80.140070	0.678147	0.513017
80.190095	0.740228	0.559981
80.240120	0.807077	0.610552
80.290145	0.878892	0.664880
80.340170	0.955848	0.723097
80.390195	1.038088	0.785311
80.440220	1.125723	0.851607
80.490245	1.218819	0.922034
80.540270	1.317393	0.996605
80.590295	1.421407	1.075291
80.640320	1.530761	1.158017
80.690345	1.645287	1.244656
80.740370	1.764748	1.335028
80.790395	1.888837	1.428901
80.840420	2.017170	1.525984
80.890445	2.149296	1.625938
80.940470	2.284698	1.728369
80.990495	2.422798	1.832841
81.040520	2.562969	1.938880
81.090545	2.704543	2.045981
81.140570	2.846825	2.153616
81.190595	2.989105	2.261251
81.240620	3.130676	2.368349
81.290645	3.270840	2.474383
81.340670	3.408932	2.578849
81.390695	3.544323	2.681272
81.440720	3.676437	2.781216
81.490745	3.804756	2.878289
81.540770	3.928828	2.972150
81.590795	4.048273	3.062509
81.640820	4.162781	3.149135
81.690845	4.272116	3.231846
81.740870	4.376111	3.310518
81.790895	4.474666	3.385075
81.840920	4.567743	3.455487
81.890945	4.655359	3.521768
81.940970	4.737580	3.583969
81.990995	4.814517	3.642171
82.041021	4.886314	3.696486
82.091046	4.953146	3.747044
82.141071	5.015211	3.793995
82.191096	5.072722	3.837502
82.241121	5.125905	3.877736
82.291146	5.174996	3.914873
82.341171	5.220230	3.949092
82.391196	5.261845	3.980573
82.441221	5.300073	4.009493
82.491246	5.335143	4.036024
82.541271	5.367277	4.060333
82.591296	5.396687	4.082581
82.641321	5.423576	4.102923
82.691346	5.448136	4.121503
82.741371	5.470551	4.138460
82.791396	5.490992	4.153923
82.841421	5.509618	4.168013
82.891446	5.526580	4.180845
82.941471	5.542018	4.192524
82.991496	5.556060	4.203147
83.041521	5.568827	4.212805
83.091546	5.580429	4.221581
83.141571	5.590968	4.229554
83.191596	5.600538	4.236794
83.241621	5.609225	4.243366
83.291646	5.617108	4.249330
83.341671	5.624260	4.254740
83.391696	5.630747	4.259647
83.441721	5.636629	4.264097
83.491746	5.641961	4.268131
83.541771	5.646795	4.271788
83.591796	5.651176	4.275101
83.641821	5.655145	4.278104
83.691846	5.658741	4.280825
83.741871	5.661999	4.283289
83.791896	5.664950	4.285522
83.841921	5.667622	4.287543
83.891946	5.670043	4.289374
83.941971	5.672234	4.291032
83.991996	5.674219	4.292534
84.042021	0.567422	0.429253
84.092046	0.620621	0.469498
84.142071	0.678147	0.513017
84.192096	0.740228	0.559981
84.242121	0.807077	0.610552
84.292146	0.878892	0.664880
84.342171	0.955848	0.723097
84.392196	1.038088	0.785311
84.442221	1.125723	0.851607
84.492246	1.218819	0.922034
84.542271	1.317393	0.996605
84.592296	1.421407	1.075291
84.642321	1.530761	1.158017
84.692346	1.645287	1.244656
84.742371	1.764748	1.335028
84.792396	1.888837	1.428901
84.842421	2.017170	1.525984
84.892446	2.149296	1.625938
84.942471	2.284698	1.728369
84.992496	2.422798	1.832841
85.042521	2.562969	1.938880
85.092546	2.704543	2.045981
85.142571	2.846825	2.153616
85.192596	2.989105	2.261251
85.242621	3.130676	2.368349
85.292646	3.270840	2.474383
85.342671	3.408932	2.578849
85.392696	3.544323	2.681272
85.442721	3.676437	2.781216
85.492746	3.804756	2.878289
85.542771	3.928828	2.972150
85.592796	4.048273	3.062509
85.642821	4.162781	3.149135
85.692846	4.272116	3.231846
85.742871	4.376111	3.310518
85.792896	4.474666	3.385075
85.842921	4.567743	3.455487
85.892946	4.655359	3.521768
85.942971	4.737580	3.583969
85.992996	4.814517	3.642171
86.043022	4.886314	3.696486
86.093047	4.953146	3.747044
86.143072	5.015211	3.793995
86.193097	5.072722	3.837502
86.243122	5.125905	3.877736
86.293147	5.174996	3.914873
86.343172	5.220230	3.949092
86.393197	5.261845	3.980573
86.443222	5.300073	4.009493
86.493247	5.335143	4.036024
86.543272	5.367277	4.060333
86.593297	5.396687	4.082581
86.643322	5.423576	4.102923
86.693347	5.448136	4.121503
86.743372	5.470551	4.138460
86.793397	5.490992	4.153923
86.843422	5.509618	4.168013
86.893447	5.526580	4.180845
86.943472	5.542018	4.192524
86.993497	5.556060	4.203147
87.043522	5.568827	4.212805
87.093547	5.580429	4.221581
87.143572	5.590968	4.229554
87.193597	5.600538	4.236794
87.243622	5.609225	4.243366
87.293647	5.617108	4.249330
87.343672	5.624260	4.254740
87.393697	5.630747	4.259647
87.443722	5.636629	4.264097
87.493747	5.641961	4.268131
87.543772	5.646795	4.271788
87.593797	5.651176	4.275101
87.643822	5.655145	4.278104
87.693847	5.658741	4.280825
87.743872	5.661999	4.283289
87.793897	5.664950	4.285522
87.843922	5.667622	4.287543
87.893947	5.670043	4.289374
87.943972	5.672234	4.291032
87.993997	5.674219	4.292534
88.044022	0.567422	0.429253
88.094047	0.620621	0.469498
88.144072	0.678147	0.513017
88.194097	0.740228	0.559981
88.244122	0.807077	0.610552
88.294147	0.878892	0.664880
88.344172	0.955848	0.723097
88.394197	1.038088	0.785311
88.444222	1.125723	0.851607
88.494247	1.218819	0.922034
88.544272	1.317393	0.996605
88.594297	1.421407	1.075291
88.644322	1.530761	1.158017
88.694347	1.645287	1.244656
88.744372	1.764748	1.335028
88.794397	1.888837	1.428901
88.844422	2.017170	1.525984
88.894447	2.149296	1.625938
88.944472	2.284698	1.728369
88.994497	2.422798	1.832841
89.044522	2.562969	1.938880
89.094547	2.704543	2.045981
89.144572	2.846825	2.153616
89.194597	2.989105	2.261251
89.244622	3.130676	2.368349
89.294647	3.270840	2.474383
89.344672	3.408932	2.578849
89.394697	3.544323	2.681272
89.444722	3.676437	2.781216
89.494747	3.804756	2.878289
89.544772	3.928828	2.972150
89.594797	4.048273	3.062509
89.644822	4.162781	3.149135
89.694847	4.272116	3.231846
89.744872	4.376111	3.310518
89.794897	4.474666	3.385075
89.844922	4.567743	3.455487
89.894947	4.655359	3.521768
89.944972	4.737580	3.583969
89.994997	4.814517	3.642171
90.045023	4.886314	3.696486
90.095048	4.953146	3.747044
90.145073	5.015211	3.793995
90.195098	5.072722	3.837502
90.245123	5.125905	3.877736
90.295148	5.174996	3.914873
90.345173	5.220230	3.949092
90.395198	5.261845	3.980573
90.445223	5.300073	4.009493
90.495248	5.335143	4.036024
90.545273	5.367277	4.060333
90.595298	5.396687	4.082581
90.645323	5.423576	4.102923
90.695348	5.448136	4.121503
90.745373	5.470551	4.138460
90.795398	5.490992	4.153923
90.845423	5.509618	4.168013
90.895448	5.526580	4.180845
90.945473	5.542018	4.192524
90.995498	5.556060	4.203147
91.045523	5.568827	4.212805
91.095548	5.580429	4.221581
91.145573	5.590968	4.229554
91.195598	5.600538	4.236794
91.245623	5.609225	4.243366
91.295648	5.617108	4.249330
91.345673	5.624260	4.254740
91.395698	5.630747	4.259647
91.445723	5.636629	4.264097
91.495748	5.641961	4.268131
91.545773	5.646795	4.271788
91.595798	5.651176	4.275101
91.645823	5.655145	4.278104
91.695848	5.658741	4.280825
91.745873	5.661999	4.283289
91.795898	5.664950	4.285522
91.845923	5.667622	4.287543
91.895948	5.670043	4.289374
91.945973	5.672234	4.291032
91.995998	5.674219	4.292534
92.046023	0.567422	0.429253
92.096048	0.620621	0.469498
92.146073	0.678147	0.513017
92.196098	0.740228	0.559981
92.246123	0.807077	0.610552
92.296148	0.878892	0.664880
92.346173	0.955848	0.723097
92.396198	1.038088	0.785311
92.446223	1.125723	0.851607
92.496248	1.218819	0.922034
92.546273	1.317393	0.996605
92.596298	1.421407	1.075291
92.646323	1.530761	1.158017
92.696348	1.645287	1.244656
92.746373	1.764748	1.335028
92.796398	1.888837	1.428901
92.846423	2.017170	1.525984
92.896448	2.149296	1.625938
92.946473	2.284698	1.728369
92.996498	2.422798	1.832841
