time	N1	N2
0.000000	1.000000	1.000000
0.800000	0.990750	0.996250
1.600000	5.431043	6.357550
2.400000	17.491560	65.414405
3.200000	35.439590	72.236282
4.000000	49.251528	72.248133
4.800000	53.331108	72.248474
5.600000	54.113291	72.248800
6.400000	54.248533	72.249126
7.200000	54.271480	72.249452
8.000000	54.275361	72.249779
8.800000	11.035500	15.598000
9.600000	23.436927	68.560995
10.400000	34.615702	106.553985
11.200000	44.484152	109.224891
12.000000	50.397939	109.229995
12.800000	52.038656	109.230510
13.600000	52.349390	109.231004
14.400000	52.403002	109.231498
15.200000	52.412095	109.231991
16.000000	52.413633	109.232485
16.800000	7.845000	18.235000
17.600000	17.176842	70.656136
18.400000	26.315872	112.196869
19.200000	35.403267	114.990843
20.000000	41.206663	114.996299
20.800000	42.839959	114.997158
21.600000	43.150117	114.998008
22.400000	43.203654	114.998859
23.200000	43.212735	114.999710
24.000000	43.214271	115.000562
24.800000	5.752000	18.890000
25.600000	12.550016	68.488193
26.400000	19.877049	114.677045
27.200000	27.689378	117.691014
28.000000	33.045759	117.697381
28.800000	34.582739	117.698416
29.600000	34.875737	117.699438
30.400000	34.926347	117.700461
31.200000	34.934932	117.701483
32.000000	34.936384	117.702507
32.800000	3.560250	19.364500
33.600000	8.683059	56.835309
34.400000	15.263821	108.708328
35.200000	22.508742	111.956485
36.000000	27.613777	111.966381
36.800000	29.084585	111.968076
37.600000	29.365126	111.969741
38.400000	29.413588	111.971408
39.200000	29.421810	111.973076
40.000000	29.423200	111.974745
40.800000	2.621000	18.692500
41.600000	7.114397	47.755766
42.400000	13.245514	98.202791
43.200000	20.178760	101.347588
44.000000	25.170581	101.355197
44.800000	26.617325	101.357415
45.600000	26.893607	101.359622
46.400000	26.941344	101.361829
47.200000	26.949442	101.364038
48.000000	26.950812	101.366249
48.800000	2.042750	17.006500
49.600000	5.761154	41.026305
50.400000	11.530998	91.843708
51.200000	18.356691	95.113010
52.000000	23.352240	95.121600
52.800000	24.803493	95.123881
53.600000	25.080738	95.126148
54.400000	25.128643	95.128415
55.200000	25.136771	95.130685
56.000000	25.138145	95.132956
56.800000	1.773250	14.902000
57.600000	5.442531	36.293180
58.400000	11.228141	85.570815
59.200000	17.954645	88.728470
60.000000	22.853715	88.735906
60.800000	24.275910	88.738106
61.600000	24.547566	88.740300
62.400000	24.594505	88.742495
63.200000	24.602468	88.744692
64.000000	24.603815	88.746891
64.800000	1.794500	14.633500
65.600000	5.450714	34.588839
66.400000	11.329716	84.280870
67.200000	18.155432	87.527023
68.000000	23.134666	87.538242
68.800000	24.581616	87.540579
69.600000	24.858073	87.542870
70.400000	24.905844	87.545162
71.200000	24.913948	87.547456
72.000000	24.915319	87.549751
72.800000	1.829750	13.607750
73.600000	5.505685	33.551879
74.400000	11.444037	80.365062
75.200000	18.583747	83.456872
76.000000	23.772078	83.464956
76.800000	25.277823	83.467102
77.600000	25.565446	83.469235
78.400000	25.615144	83.471370
79.200000	25.623576	83.473507
80.000000	25.625002	83.475645
80.800000	1.803500	12.851750
81.600000	5.613970	31.439164
82.400000	11.925337	78.239496
83.200000	19.266546	81.395265
84.000000	24.512073	81.402582
84.800000	26.028510	81.404719
85.600000	26.317947	81.406850
86.400000	26.367952	81.408983
87.200000	26.376435	81.411117
88.000000	26.377870	81.413253
88.800000	2.123750	12.675000
89.600000	6.357022	34.484341
90.400000	12.879017	80.161948
91.200000	20.259373	83.259386
92.000000	25.443340	83.266613
92.800000	26.937490	83.268567
93.600000	27.222525	83.270524
94.400000	27.271751	83.272497
95.200000	27.280089	83.274482
96.000000	27.281488	83.276476
96.800000	2.117000	12.180500
97.600000	6.122612	32.131858
98.400000	12.340390	78.611966
99.200000	19.585327	81.693140
100.000000	24.778076	81.700653
100.800000	26.279783	81.702783
101.600000	26.566416	81.704904
102.400000	26.615937	81.707026
103.200000	26.624338	81.709150
104.000000	26.625759	81.711276
104.800000	1.974500	11.904500
105.600000	6.015175	30.298241
106.400000	12.422116	77.297230
107.200000	19.706538	80.451822
108.000000	24.892296	80.459082
108.800000	26.391733	80.461183
109.600000	26.677967	80.463277
110.400000	26.727419	80.465373
111.200000	26.735809	80.467470
112.000000	26.737227	80.469570
112.800000	1.962000	11.602750
113.600000	6.150757	29.431659
114.400000	12.871246	75.758022
115.200000	20.367196	78.938987
116.000000	25.589296	78.946252
116.800000	27.089944	78.948281
117.600000	27.376048	78.950304
118.400000	27.425467	78.952328
119.200000	27.433851	78.954353
120.000000	27.435269	78.956380
120.800000	2.105000	10.610000
121.600000	6.688517	28.363012
122.400000	13.989632	74.007531
123.200000	21.969419	77.152628
124.000000	27.414919	77.159794
124.800000	28.973433	77.161787
125.600000	29.270367	77.163773
126.400000	29.321651	77.165761
127.200000	29.330351	77.167750
128.000000	29.331822	77.169741
128.800000	2.577250	10.266750
129.600000	7.934099	28.943891
130.400000	16.587438	73.916192
131.200000	26.185072	77.103776
132.000000	32.522201	77.111081
132.800000	34.316338	77.112879
133.600000	34.657385	77.114665
134.400000	34.716264	77.116454
135.200000	34.726252	77.118243
136.000000	34.727941	77.120034
136.800000	3.451250	10.734750
137.600000	9.989183	31.729470
138.400000	19.908895	76.335284
139.200000	30.335524	79.482412
140.000000	36.935390	79.489370
140.800000	38.783291	79.491081
141.600000	39.133825	79.492785
142.400000	39.194320	79.494491
143.200000	39.204581	79.496197
144.000000	39.206316	79.497905
144.800000	4.062750	10.870750
145.600000	11.347609	34.784282
146.400000	21.650173	79.600439
147.200000	32.047246	82.738435
148.000000	38.528250	82.745353
148.800000	40.337244	82.746956
149.600000	40.680196	82.748543
150.400000	40.739377	82.750131
151.200000	40.749415	82.751720
152.000000	40.751112	82.753310
152.800000	4.511750	11.384500
153.600000	12.082007	37.395315
154.400000	21.890350	83.516015
155.200000	31.591943	86.649162
156.000000	37.783459	86.656621
156.800000	39.528693	86.658284
157.600000	39.860265	86.659932
158.400000	39.917503	86.661582
159.200000	39.927212	86.663232
160.000000	39.928854	86.664884
160.800000	5.260750	11.805250
161.600000	13.886591	43.688669
162.400000	24.891966	88.558878
163.200000	35.642720	91.621129
164.000000	42.271523	91.627711
164.800000	44.120863	91.629118
165.600000	44.471477	91.630511
166.400000	44.531980	91.631905
167.200000	44.542242	91.633300
168.000000	44.543978	91.634696
168.800000	5.441500	13.298500
169.600000	14.379385	46.304006
170.400000	25.824497	90.269949
171.200000	36.541533	93.309942
172.000000	42.960807	93.316334
172.800000	44.736671	93.317644
173.600000	45.072775	93.318945
174.400000	45.130757	93.320246
175.200000	45.140591	93.321548
176.000000	45.142254	93.322851
176.800000	5.166750	14.375750
177.600000	12.882781	46.257115
178.400000	22.448207	92.491207
179.200000	31.817168	95.630957
180.000000	37.765987	95.638700
180.800000	39.436207	95.640169
181.600000	39.753197	95.641621
182.400000	39.807907	95.643074
183.200000	39.817187	95.644528
184.000000	39.818757	95.645984
184.800000	4.453500	13.738000
185.600000	10.964692	46.559033
186.400000	18.878943	95.029789
187.200000	27.135547	98.220560
188.000000	32.685159	98.227378
188.800000	34.267765	98.228862
189.600000	34.569073	98.230335
190.400000	34.621106	98.231807
191.200000	34.629932	98.233281
192.000000	34.631425	98.234756
192.800000	3.884750	14.940250
193.600000	9.986034	49.227660
194.400000	17.660124	96.619998
195.200000	25.850002	99.839800
196.000000	31.396172	99.847021
196.800000	32.978471	99.848634
197.600000	33.279704	99.850234
198.400000	33.331723	99.851835
199.200000	33.340548	99.853436
200.000000	33.342040	99.855039
200.800000	3.599000	14.384750
201.600000	9.678823	47.455869
202.400000	17.580455	94.626634
203.200000	25.743153	97.734973
204.000000	31.146942	97.741729
204.800000	32.683153	97.743304
205.600000	32.975476	97.744869
206.400000	33.025953	97.746436
207.200000	33.034515	97.748005
208.000000	33.035963	97.749574
208.800000	3.200250	15.237250
209.600000	8.525446	43.409987
210.400000	16.030736	92.027172
211.200000	24.047116	95.244860
212.000000	29.465208	95.252208
212.800000	31.010147	95.254003
213.600000	31.304251	95.255789
214.400000	31.355038	95.257577
215.200000	31.363654	95.259365
216.000000	31.365111	95.261155
216.800000	3.173000	14.443750
217.600000	8.672314	43.147086
218.400000	16.332962	90.933075
219.200000	24.606207	94.090962
220.000000	30.229146	94.098367
220.800000	31.835079	94.100215
221.600000	32.140873	94.102055
222.400000	32.193682	94.103896
223.200000	32.202640	94.105738
224.000000	32.204155	94.107582
224.800000	3.350000	14.168000
225.600000	9.253057	43.791292
226.400000	17.224975	91.264536
227.200000	25.684280	94.459562
228.000000	31.339339	94.467161
228.800000	32.948021	94.468786
229.600000	33.254115	94.470399
230.400000	33.306969	94.472013
231.200000	33.315935	94.473628
232.000000	33.317451	94.475244
232.800000	3.512750	15.044000
233.600000	9.357281	45.246693
234.400000	17.069743	94.867817
235.200000	25.203492	98.093034
236.000000	30.681268	98.100091
236.800000	32.241842	98.101788
237.600000	32.538862	98.103475
238.400000	32.590151	98.105162
239.200000	32.598851	98.106850
240.000000	32.600323	98.108540
240.800000	3.306500	15.159250
241.600000	8.708467	44.331647
242.400000	16.043318	93.214400
243.200000	23.973083	96.421445
244.000000	29.371069	96.428578
244.800000	30.911643	96.430344
245.600000	31.204940	96.432103
246.400000	31.255589	96.433863
247.200000	31.264180	96.435624
248.000000	31.265633	96.437386
248.800000	3.161000	14.612750
249.600000	8.626059	41.712575
250.400000	16.144532	91.347859
251.200000	24.070159	94.583728
252.000000	29.457568	94.590969
252.800000	30.999964	94.592859
253.600000	31.293874	94.594736
254.400000	31.344637	94.596613
255.200000	31.353248	94.598492
256.000000	31.354705	94.600372
256.800000	2.539000	14.908000
257.600000	7.095332	41.829194
258.400000	13.558206	92.334620
259.200000	20.815737	95.625735
260.000000	25.990302	95.632989
260.800000	27.485945	95.634828
261.600000	27.771417	95.636659
262.400000	27.820736	95.638491
263.200000	27.829103	95.640325
264.000000	27.830518	95.642160
264.800000	2.346250	14.258250
265.600000	6.914532	38.561630
266.400000	13.823560	87.535592
267.200000	21.512856	90.831436
268.000000	26.834159	90.839226
268.800000	28.359758	90.841100
269.600000	28.650482	90.842963
270.400000	28.700695	90.844828
271.200000	28.709213	90.846694
272.000000	28.710653	90.848562
272.800000	2.400250	13.897250
273.600000	6.898394	36.996488
274.400000	13.513458	84.480773
275.200000	20.818281	87.636629
276.000000	25.956199	87.644835
276.800000	27.438383	87.646890
277.600000	27.721204	87.648931
278.400000	27.770063	87.650973
279.200000	27.778352	87.653016
280.000000	27.779754	87.655061
280.800000	2.125750	13.866000
281.600000	6.237730	36.735527
282.400000	12.591946	85.104170
283.200000	19.953128	88.352297
284.000000	25.223372	88.360886
284.800000	26.749062	88.363004
285.600000	27.040379	88.365107
286.400000	27.090712	88.367212
287.200000	27.099251	88.369318
288.000000	27.100695	88.371426
288.800000	2.054750	13.582500
289.600000	6.097021	33.668324
290.400000	12.470408	80.514719
291.200000	19.675263	83.723351
292.000000	24.791194	83.732593
292.800000	26.269489	83.734676
293.600000	26.551647	83.736735
294.400000	26.600394	83.738796
295.200000	26.608664	83.740858
296.000000	26.610063	83.742922
296.800000	1.879500	12.530750
297.600000	5.769395	31.913131
298.400000	12.046076	80.334294
299.200000	19.221726	83.574577
300.000000	24.381058	83.581911
300.800000	25.876989	83.583943
301.600000	26.162713	83.585969
302.400000	26.212082	83.587996
303.200000	26.220458	83.590024
304.000000	26.221874	83.592055
304.800000	2.014250	12.415250
305.600000	6.169831	32.626453
306.400000	12.804668	80.244869
307.200000	20.386585	83.447637
308.000000	25.740609	83.454927
308.800000	27.285445	83.456877
309.600000	27.580233	83.458819
310.400000	27.631160	83.460761
311.200000	27.639799	83.462706
312.000000	27.641261	83.464651
312.800000	2.041750	12.255750
313.600000	6.291562	32.505657
314.400000	12.980683	79.609873
315.200000	20.316322	82.810733
316.000000	25.423107	82.818564
316.800000	26.891919	82.820667
317.600000	27.172019	82.822762
318.400000	27.220404	82.824858
319.200000	27.228612	82.826955
320.000000	27.230000	82.829054
320.800000	2.114000	11.379000
321.600000	6.632934	30.698664
322.400000	13.750734	75.742081
323.200000	21.595223	78.856530
324.000000	26.969455	78.863702
324.800000	28.508949	78.865721
325.600000	28.802306	78.867733
326.400000	28.852974	78.869747
327.200000	28.861569	78.871763
328.000000	28.863023	78.873780
328.800000	2.251500	11.688500
329.600000	6.645592	31.898954
330.400000	13.405322	77.473208
331.200000	20.891181	80.598337
332.000000	26.118434	80.605374
332.800000	27.623404	80.607275
333.600000	27.910464	80.609170
334.400000	27.960052	80.611066
335.200000	27.968464	80.612963
336.000000	27.969887	80.614862
336.800000	2.332500	11.530750
337.600000	7.174236	31.888352
338.400000	14.482033	78.794133
339.200000	22.251260	82.012890
