a	b	DRel	MRel
0.040000	0.300000	0.031716	0.993852
0.040000	0.310000	0.031735	0.993777
0.040000	0.320000	0.031754	0.993703
0.040000	0.330000	0.031772	0.993630
0.040000	0.340000	0.031789	0.993557
0.040000	0.350000	0.031805	0.993484
0.040000	0.360000	0.031821	0.993412
0.040000	0.370000	0.031836	0.993340
0.040000	0.380000	0.031850	0.993269
0.040000	0.390000	0.031864	0.993198
0.040000	0.400000	0.031877	0.993127
0.040000	0.410000	0.031890	0.993057
0.040000	0.420000	0.031903	0.992987
0.040000	0.430000	0.031915	0.992918
0.040000	0.440000	0.031926	0.992848
0.040000	0.450000	0.031937	0.992779
0.040000	0.460000	0.031948	0.992710
0.040000	0.470000	0.031958	0.992642
0.040000	0.480000	0.031968	0.992574
0.040000	0.490000	0.031978	0.992506
0.040000	0.500000	0.031987	0.992438
0.040000	0.510000	0.031996	0.992370
0.040000	0.520000	0.032005	0.992303
0.040000	0.530000	0.032014	0.992236
0.040000	0.540000	0.032022	0.992169
0.040000	0.550000	0.032030	0.992102
0.040000	0.560000	0.032037	0.992036
0.040000	0.570000	0.032045	0.991969
0.040000	0.580000	0.032052	0.991903
0.040000	0.590000	0.032059	0.991837
0.040000	0.600000	0.032066	0.991771
0.040000	0.610000	0.032072	0.991705
0.040000	0.620000	0.032079	0.991640
0.040000	0.630000	0.032085	0.991574
0.040000	0.640000	0.032091	0.991509
0.040000	0.650000	0.032096	0.991444
0.040000	0.660000	0.032102	0.991379
0.040000	0.670000	0.032108	0.991314
0.040000	0.680000	0.032113	0.991249
0.040000	0.690000	0.032118	0.991184
0.040000	0.700000	0.032123	0.991120
0.040000	0.710000	0.032128	0.991055
0.040000	0.720000	0.032132	0.990991
0.040000	0.730000	0.032137	0.990927
0.040000	0.740000	0.032141	0.990862
0.040000	0.750000	0.032146	0.990798
0.040000	0.760000	0.032150	0.990734
0.040000	0.770000	0.032154	0.990670
0.040000	0.780000	0.032158	0.990607
0.040000	0.790000	0.032162	0.990543
0.040000	0.800000	0.032165	0.990479
0.040000	0.810000	0.032169	0.990416
0.040000	0.820000	0.032172	0.990352
0.040000	0.830000	0.032176	0.990289
0.040000	0.840000	0.032179	0.990226
0.040000	0.850000	0.032182	0.990162
0.040000	0.860000	0.032185	0.990099
0.040000	0.870000	0.032188	0.990036
0.040000	0.880000	0.032191	0.989973
0.040000	0.890000	0.032194	0.989910
0.040000	0.900000	0.032197	0.989847
0.040000	0.910000	0.032199	0.989784
0.040000	0.920000	0.032202	0.989721
0.040000	0.930000	0.032204	0.989658
0.040000	0.940000	0.032207	0.989596
0.040000	0.950000	0.032209	0.989533
0.040000	0.960000	0.032211	0.989470
0.040000	0.970000	0.032214	0.989408
0.040000	0.980000	0.032216	0.989345
0.040000	0.990000	0.032218	0.989283
0.040000	1.000000	0.032220	0.989220
0.050000	0.000000	0.037638	0.996348
0.050000	0.010000	0.037948	0.996170
0.050000	0.020000	0.038188	0.996015
0.050000	0.030000	0.038381	0.995877
0.050000	0.040000	0.038541	0.995749
0.050000	0.050000	0.038677	0.995630
0.050000	0.060000	0.038794	0.995518
0.050000	0.070000	0.038896	0.995410
0.050000	0.080000	0.038987	0.995307
0.050000	0.090000	0.039068	0.995207
0.050000	0.100000	0.039141	0.995110
0.050000	0.110000	0.039207	0.995015
0.050000	0.120000	0.039267	0.994923
0.050000	0.130000	0.039322	0.994832
0.050000	0.140000	0.039373	0.994744
0.050000	0.150000	0.039420	0.994657
0.050000	0.160000	0.039463	0.994571
0.050000	0.170000	0.039504	0.994487
0.050000	0.180000	0.039542	0.994404
0.050000	0.190000	0.039578	0.994321
0.050000	0.200000	0.039611	0.994240
0.050000	0.210000	0.039643	0.994160
0.050000	0.220000	0.039672	0.994081
0.050000	0.230000	0.039700	0.994002
0.050000	0.240000	0.039727	0.993924
0.050000	0.250000	0.039752	0.993847
0.050000	0.260000	0.039776	0.993771
0.050000	0.270000	0.039798	0.993695
0.050000	0.280000	0.039820	0.993619
0.050000	0.290000	0.039841	0.993545
0.050000	0.300000	0.039860	0.993470
0.050000	0.310000	0.039879	0.993397
0.050000	0.320000	0.039897	0.993323
0.050000	0.330000	0.039914	0.993250
0.050000	0.340000	0.039931	0.993178
0.050000	0.350000	0.039946	0.993106
0.050000	0.360000	0.039961	0.993034
0.050000	0.370000	0.039976	0.992963
0.050000	0.380000	0.039990	0.992891
0.050000	0.390000	0.040003	0.992821
0.050000	0.400000	0.040016	0.992750
0.050000	0.410000	0.040029	0.992680
0.050000	0.420000	0.040040	0.992610
0.050000	0.430000	0.040052	0.992541
0.050000	0.440000	0.040063	0.992471
0.050000	0.450000	0.040074	0.992402
0.050000	0.460000	0.040084	0.992334
0.050000	0.470000	0.040094	0.992265
0.050000	0.480000	0.040103	0.992197
0.050000	0.490000	0.040113	0.992129
0.050000	0.500000	0.040122	0.992061
0.050000	0.510000	0.040130	0.991993
0.050000	0.520000	0.040138	0.991925
0.050000	0.530000	0.040147	0.991858
0.050000	0.540000	0.040154	0.991791
0.050000	0.550000	0.040162	0.991724
0.050000	0.560000	0.040169	0.991657
0.050000	0.570000	0.040176	0.991590
0.050000	0.580000	0.040183	0.991523
0.050000	0.590000	0.040189	0.991457
0.050000	0.600000	0.040196	0.991391
0.050000	0.610000	0.040202	0.991325
0.050000	0.620000	0.040208	0.991259
0.050000	0.630000	0.040214	0.991193
0.050000	0.640000	0.040219	0.991127
0.050000	0.650000	0.040225	0.991061
0.050000	0.660000	0.040230	0.990996
0.050000	0.670000	0.040235	0.990930
0.050000	0.680000	0.040240	0.990865
0.050000	0.690000	0.040245	0.990800
0.050000	0.700000	0.040249	0.990735
0.050000	0.710000	0.040254	0.990670
0.050000	0.720000	0.040258	0.990605
0.050000	0.730000	0.040262	0.990540
0.050000	0.740000	0.040266	0.990475
0.050000	0.750000	0.040270	0.990411
0.050000	0.760000	0.040274	0.990346
0.050000	0.770000	0.040277	0.990282
0.050000	0.780000	0.040281	0.990217
0.050000	0.790000	0.040284	0.990153
0.050000	0.800000	0.040288	0.990089
0.050000	0.810000	0.040291	0.990025
0.050000	0.820000	0.040294	0.989961
0.050000	0.830000	0.040297	0.989897
0.050000	0.840000	0.040300	0.989833
0.050000	0.850000	0.040303	0.989769
0.050000	0.860000	0.040305	0.989705
0.050000	0.870000	0.040308	0.989641
0.050000	0.880000	0.040310	0.989577
0.050000	0.890000	0.040313	0.989514
0.050000	0.900000	0.040315	0.989450
0.050000	0.910000	0.040317	0.989386
0.050000	0.920000	0.040320	0.989323
0.050000	0.930000	0.040322	0.989259
0.050000	0.940000	0.040324	0.989196
0.050000	0.950000	0.040326	0.989133
0.050000	0.960000	0.040327	0.989069
0.050000	0.970000	0.040329	0.989006
0.050000	0.980000	0.040331	0.988943
0.050000	0.990000	0.040333	0.988879
0.050000	1.000000	0.040334	0.988816
0.060000	0.000000	0.046179	0.995717
0.060000	0.010000	0.046413	0.995576
0.060000	0.020000	0.046601	0.995449
0.060000	0.030000	0.046756	0.995330
0.060000	0.040000	0.046888	0.995219
0.060000	0.050000	0.047002	0.995112
0.060000	0.060000	0.047101	0.995010
0.060000	0.070000	0.047189	0.994912
0.060000	0.080000	0.047267	0.994816
0.060000	0.090000	0.047338	0.994723
0.060000	0.100000	0.047402	0.994632
0.060000	0.110000	0.047460	0.994542
0.060000	0.120000	0.047513	0.994455
0.060000	0.130000	0.047563	0.994369
0.060000	0.140000	0.047608	0.994284
0.060000	0.150000	0.047650	0.994200
0.060000	0.160000	0.047690	0.994118
0.060000	0.170000	0.047726	0.994037
0.060000	0.180000	0.047761	0.993956
0.060000	0.190000	0.047793	0.993876
0.060000	0.200000	0.047823	0.993797
0.060000	0.210000	0.047852	0.993719
0.060000	0.220000	0.047879	0.993642
0.060000	0.230000	0.047904	0.993565
0.060000	0.240000	0.047928	0.993489
0.060000	0.250000	0.047951	0.993413
0.060000	0.260000	0.047973	0.993338
0.060000	0.270000	0.047994	0.993263
0.060000	0.280000	0.048014	0.993189
0.060000	0.290000	0.048032	0.993115
0.060000	0.300000	0.048050	0.993042
0.060000	0.310000	0.048068	0.992969
0.060000	0.320000	0.048084	0.992897
0.060000	0.330000	0.048100	0.992825
0.060000	0.340000	0.048115	0.992753
0.060000	0.350000	0.048129	0.992681
0.060000	0.360000	0.048143	0.992610
0.060000	0.370000	0.048156	0.992539
0.060000	0.380000	0.048169	0.992469
0.060000	0.390000	0.048181	0.992398
0.060000	0.400000	0.048192	0.992328
0.060000	0.410000	0.048204	0.992259
0.060000	0.420000	0.048215	0.992189
0.060000	0.430000	0.048225	0.992120
0.060000	0.440000	0.048235	0.992051
0.060000	0.450000	0.048245	0.991982
0.060000	0.460000	0.048254	0.991913
0.060000	0.470000	0.048263	0.991844
0.060000	0.480000	0.048271	0.991776
0.060000	0.490000	0.048280	0.991708
0.060000	0.500000	0.048288	0.991640
0.060000	0.510000	0.048295	0.991572
0.060000	0.520000	0.048303	0.991505
0.060000	0.530000	0.048310	0.991437
0.060000	0.540000	0.048317	0.991370
0.060000	0.550000	0.048324	0.991303
0.060000	0.560000	0.048330	0.991236
0.060000	0.570000	0.048336	0.991169
0.060000	0.580000	0.048342	0.991102
0.060000	0.590000	0.048348	0.991036
0.060000	0.600000	0.048354	0.990969
0.060000	0.610000	0.048359	0.990903
0.060000	0.620000	0.048364	0.990837
0.060000	0.630000	0.048369	0.990771
0.060000	0.640000	0.048374	0.990705
0.060000	0.650000	0.048379	0.990639
0.060000	0.660000	0.048383	0.990573
0.060000	0.670000	0.048388	0.990507
0.060000	0.680000	0.048392	0.990441
0.060000	0.690000	0.048396	0.990376
0.060000	0.700000	0.048400	0.990310
0.060000	0.710000	0.048403	0.990245
0.060000	0.720000	0.048407	0.990180
0.060000	0.730000	0.048411	0.990115
0.060000	0.740000	0.048414	0.990050
0.060000	0.750000	0.048417	0.989985
0.060000	0.760000	0.048420	0.989920
0.060000	0.770000	0.048423	0.989855
0.060000	0.780000	0.048426	0.989790
0.060000	0.790000	0.048429	0.989725
0.060000	0.800000	0.048432	0.989660
0.060000	0.810000	0.048434	0.989596
0.060000	0.820000	0.048436	0.989531
0.060000	0.830000	0.048439	0.989467
0.060000	0.840000	0.048441	0.989402
0.060000	0.850000	0.048443	0.989338
0.060000	0.860000	0.048445	0.989273
0.060000	0.870000	0.048447	0.989209
0.060000	0.880000	0.048449	0.989145
0.060000	0.890000	0.048451	0.989081
0.060000	0.900000	0.048453	0.989017
0.060000	0.910000	0.048454	0.988953
